도,시군,품목,작기,농가명,날짜,평균 : 온도_외부,최대 : 일일누적일사량,최대 : 강우감지,평균 : 온도_내부,평균 : 상대습도_내부,평균 : 잔존이산화탄소(CO2),평균 : 토양온도,합계 : 결측치-일사량추정
경기,광주,완숙토마토,1,7,2022-05-23,21.48,1671,0,23.71,68.08,526,25.02,1671
경기,광주,완숙토마토,1,7,2022-05-24,21.32,1864,0,23.88,60.72,514.21,25.67,1864
경기,광주,완숙토마토,1,7,2022-05-25,19.57,1589,0,21.99,63.87,502.63,24.25,1589
경기,광주,완숙토마토,1,7,2022-05-26,18.11,1768,0,21.63,59.02,479.25,23.95,1768
경기,광주,완숙토마토,1,7,2022-05-27,19.24,1765,0,22.38,59.82,459.54,24.35,1765
경기,광주,완숙토마토,1,7,2022-05-28,19.49,1786,0,21.99,63.43,490.63,23.74,1786
경기,광주,완숙토마토,1,7,2022-05-29,20.21,1634,0,23.21,64.77,485.67,24.48,1634
경기,광주,완숙토마토,1,7,2022-05-30,19.91,552,0,21.26,77.02,474.92,23.14,552
경기,광주,완숙토마토,1,7,2022-05-31,17.78,1732,0,20.35,59.7,456.79,22.3,1732
경기,광주,완숙토마토,1,7,2022-06-01,19.01,1985,0,22.16,53.21,458.71,23.61,1985
경기,광주,완숙토마토,1,7,2022-06-02,19.15,1789,0,22.32,62.52,467.63,23.84,1789
경기,광주,완숙토마토,1,7,2022-06-03,22.74,1775,0,25.78,64.93,469,26.06,1775
경기,광주,완숙토마토,1,7,2022-06-04,22.92,1358,0,25.09,64.35,430.21,26.28,1358
경기,광주,완숙토마토,1,7,2022-06-05,18.78,388,0,19.74,79.43,450.79,22.68,388
경기,광주,완숙토마토,1,7,2022-06-06,17.8,1045,0,19.86,75.98,424.04,21.53,1045
경기,광주,완숙토마토,1,7,2022-06-07,18.26,1575,0,19.95,65.73,415.21,21.4,1575
경기,광주,완숙토마토,1,7,2022-06-08,19.65,1459,0,20.73,68.08,422.75,21.84,1459
경기,광주,완숙토마토,1,7,2022-06-09,19.3,893,0,21.93,76.35,459.5,22.63,893
경기,광주,완숙토마토,1,7,2022-06-10,20.14,1169,0,21.69,76.06,455.04,22.85,1169
경기,광주,완숙토마토,1,7,2022-06-11,22.7,1843,0,24.22,65.11,452.58,23.83,1843
경기,광주,완숙토마토,1,7,2022-06-12,22.76,1665,0,23.82,65.81,441,24.35,1665
경기,광주,완숙토마토,1,7,2022-06-13,23.56,1527,0,25.03,70.09,439.04,25.91,1527
경기,광주,완숙토마토,1,7,2022-06-14,20.96,1154,0,21.25,60.73,420.42,23.25,1154
경기,광주,완숙토마토,1,7,2022-06-15,16.25,431,0,19.16,82.7,435.04,20.93,431
경기,광주,완숙토마토,1,7,2022-06-16,19.21,931,0,21.43,79.14,451.79,22.17,931
경기,광주,완숙토마토,1,7,2022-06-17,20.86,1403,0,24.02,73.53,476.25,24.2,1403
경기,광주,완숙토마토,1,7,2022-06-18,22.67,578,0,23.87,80.66,487.21,24.87,578
경기,광주,완숙토마토,1,7,2022-06-19,22.61,450,0,23.74,83.6,482.46,24.52,450
경기,광주,완숙토마토,1,7,2022-06-20,24.08,1192,0,26.63,74.62,488.83,26.52,1192
경기,광주,완숙토마토,1,7,2022-06-21,25.7,1709,0,27.73,69.61,486.5,27.62,1709
경기,광주,완숙토마토,1,7,2022-06-22,25.41,1362,0,26.64,70.62,458.54,27.14,1362
경기,광주,완숙토마토,1,7,2022-06-23,22.98,345,0,24.44,85.72,487.25,25.45,345
경기,광주,완숙토마토,1,7,2022-06-24,24.03,960,0,26.37,78.14,436.92,26.51,960
경기,광주,완숙토마토,1,7,2022-06-25,26.14,1221,0,28.06,73.23,455.13,27.98,1221
경기,광주,완숙토마토,1,7,2022-06-26,25.49,245,0,26.18,85.25,477.13,27,245
경기,광주,완숙토마토,1,7,2022-06-27,26.13,190,0,28.13,83.31,475.79,27.65,190
경기,광주,완숙토마토,1,7,2022-06-28,28.46,277,0,28.39,74.11,414.33,28.06,277
경기,광주,완숙토마토,1,8,2022-01-20,-1.94,,0,18.73,50.38,547.25,,
경기,광주,완숙토마토,1,8,2022-01-21,-2.08,,0,18.85,55.87,605.75,,
경기,광주,완숙토마토,1,8,2022-01-22,-1.08,,0,18.3,66.85,576.33,,
경기,광주,완숙토마토,1,8,2022-01-23,0.11,,0,18.81,69.19,591.75,,
경기,광주,완숙토마토,1,8,2022-01-24,0.21,,0,18.23,70.43,614.75,,
경기,광주,완숙토마토,1,8,2022-01-25,0.38,,0,15.6,80.57,707.13,,
경기,광주,완숙토마토,1,8,2022-01-26,0.03,,0,18.46,66.52,637.63,,
경기,광주,완숙토마토,1,8,2022-01-27,-0.63,,0,18.34,63.88,637.38,,
경기,광주,완숙토마토,1,8,2022-01-28,-0.95,,0,17.37,59.96,618.58,,
경기,광주,완숙토마토,1,8,2022-01-29,-1.42,,0,16.93,59.47,633.38,,
경기,광주,완숙토마토,1,8,2022-01-30,-1.54,,0,16.68,56.93,634.38,,
경기,광주,완숙토마토,1,8,2022-01-31,-1.11,,0,17.16,58.76,645.13,,
경기,광주,완숙토마토,1,8,2022-02-01,-0.29,,0,14.53,77.83,687.33,,
경기,광주,완숙토마토,1,8,2022-02-02,-0.78,,0,16.34,66.12,624.46,,
경기,광주,완숙토마토,1,8,2022-02-03,-1.06,,0,15.61,64.38,616.71,,
경기,광주,완숙토마토,1,8,2022-02-04,-1.52,,0,14.53,66.38,616.88,,
경기,광주,완숙토마토,1,8,2022-02-05,-1.81,,0,14.91,65.46,592.88,,
경기,광주,완숙토마토,1,8,2022-02-06,-1.42,,0,15.31,65,603.83,,
경기,광주,완숙토마토,1,8,2022-02-07,-1.35,,0,14.63,72.35,624.29,,
경기,광주,완숙토마토,1,8,2022-02-08,-0.79,,0,15.92,69.18,645.79,,
경기,광주,완숙토마토,1,8,2022-02-09,-0.5,,0,15.92,69.86,633.13,,
경기,광주,완숙토마토,1,8,2022-02-10,-0.21,,0,16.35,70.18,647.54,,
경기,광주,완숙토마토,1,8,2022-02-11,-0.07,,0,16.1,72.84,659.5,,
경기,광주,완숙토마토,1,8,2022-02-12,0.53,,0,16.88,73.07,677.17,,
경기,광주,완숙토마토,1,8,2022-02-13,0.47,,0,16.48,81.46,665.88,,
경기,광주,완숙토마토,1,8,2022-02-14,0.08,,0,14.91,83.27,659.92,,
경기,광주,완숙토마토,1,8,2022-02-15,-0.86,,0,13.79,82.68,532.63,,
경기,광주,완숙토마토,1,8,2022-02-16,-1.73,,0,15.1,72.23,630.54,,
경기,광주,완숙토마토,1,8,2022-02-17,-1.92,,0,15.64,69.16,650.33,,
경기,광주,완숙토마토,1,8,2022-02-18,-1.19,,0,16.14,71.18,696.25,,
경기,광주,완숙토마토,1,8,2022-02-19,-0.28,,0,15.26,81.2,735.83,,
경기,광주,완숙토마토,1,8,2022-02-20,-1.1,,0,16.03,73.07,639.04,,
경기,광주,완숙토마토,1,8,2022-02-21,-1.17,,0,15.35,78.67,660.92,,
경기,광주,완숙토마토,1,8,2022-02-22,-0.89,,0,15.16,77.53,642.33,,
경기,광주,완숙토마토,1,8,2022-02-23,-1.38,,0,16.3,70.83,642.17,,
경기,광주,완숙토마토,1,8,2022-02-24,-1.05,,0,17.39,69.88,672.71,,
경기,광주,완숙토마토,1,8,2022-02-25,0.04,,0,17.39,78.05,708.17,,
경기,광주,완숙토마토,1,8,2022-02-26,1.65,,0,16.45,87.74,680.79,,
경기,광주,완숙토마토,1,8,2022-02-27,0.76,,0,17.12,73.78,664.13,,
경기,광주,완숙토마토,1,8,2022-02-28,0.98,,0,16.97,79.05,686.29,,
경기,광주,완숙토마토,1,8,2022-03-01,0.93,,0,14.25,92.63,729.42,,
경기,광주,완숙토마토,1,8,2022-03-02,0.55,,0,16.55,73.54,621.29,,
경기,광주,완숙토마토,1,8,2022-03-03,1.1,,0,16.5,72.52,635.88,,
경기,광주,완숙토마토,1,8,2022-03-04,1.23,,0,16.65,78.9,653.29,,
경기,광주,완숙토마토,1,8,2022-03-05,0.96,,0,15.23,74.08,590.79,,
경기,광주,완숙토마토,1,8,2022-03-06,0.2,,0,15.23,70.56,591.42,,
경기,광주,완숙토마토,1,8,2022-03-07,0.29,,0,14.78,78.47,632.25,,
경기,광주,완숙토마토,1,8,2022-03-08,0.98,,0,15.59,76.6,663.88,,
경기,광주,완숙토마토,1,8,2022-03-09,1.18,,0,15.8,74.13,657.46,,
경기,광주,완숙토마토,1,8,2022-03-10,1.71,,0,16.18,72.67,659.13,,
경기,광주,완숙토마토,1,8,2022-03-11,2.06,,0,15.97,79.76,678.75,,
경기,광주,완숙토마토,1,8,2022-03-12,3.2,,0,17.22,80.97,667.13,,
경기,광주,완숙토마토,1,8,2022-03-13,3.28,,0,15.47,98.82,736.33,,
경기,광주,완숙토마토,1,8,2022-03-14,2.47,,0,13.3,99.59,684.33,,
경기,광주,완숙토마토,1,8,2022-03-15,1.69,,0,15.06,84.67,579.25,,
경기,광주,완숙토마토,1,8,2022-03-16,2.31,,0,15.28,78.86,626.46,,
경기,광주,완숙토마토,1,8,2022-03-17,2.85,,0,15.77,82,633.08,,
경기,광주,완숙토마토,1,8,2022-03-18,2.12,,0,14.97,95.7,568.21,,
경기,광주,완숙토마토,1,8,2022-03-19,0.95,,0,12.95,97.12,670.71,,
경기,광주,완숙토마토,1,8,2022-03-20,1.3,,0,14,83.13,738.38,,
경기,광주,완숙토마토,1,8,2022-03-21,1,,0,15.11,78.64,749.04,,
경기,광주,완숙토마토,1,8,2022-03-22,1.47,,0,16.23,69.24,773.08,,
경기,광주,완숙토마토,1,8,2022-03-23,1.23,,0,14.62,89.74,763.96,,
경기,광주,완숙토마토,1,8,2022-03-24,1.65,,0,14.67,91.07,800.54,,
경기,광주,완숙토마토,1,8,2022-03-25,2.66,,0,17.19,82.75,808.17,,
경기,광주,완숙토마토,1,8,2022-03-26,3.06,,0,16.34,95.78,798.63,,
경기,광주,완숙토마토,1,8,2022-03-27,1.81,,0,16.72,74,720.92,,
경기,광주,완숙토마토,1,8,2022-03-28,1.44,,0,16.51,67.59,701.88,,
경기,광주,완숙토마토,1,8,2022-03-29,2.15,,0,16.2,69.31,720.04,,
경기,광주,완숙토마토,1,8,2022-03-30,2.28,,0,15.08,84.88,738.96,,
경기,광주,완숙토마토,1,8,2022-03-31,2.8,,0,16.81,78.59,661.58,,
경기,광주,완숙토마토,1,8,2022-04-01,2.05,,0,15.94,66.33,618.58,,
경기,광주,완숙토마토,1,8,2022-04-02,1.51,,0,15.89,62.88,615.5,,
경기,광주,완숙토마토,1,8,2022-04-03,2.4,,0,16.72,60.06,580.96,,
경기,광주,완숙토마토,1,8,2022-04-04,1.97,,0,17,61.64,573.5,,
경기,광주,완숙토마토,1,8,2022-04-05,2.32,,0,16.95,62.6,570.63,,
경기,광주,완숙토마토,1,8,2022-04-06,3.08,,0,17.82,65.2,600.92,,
경기,광주,완숙토마토,1,8,2022-04-07,3.01,,0,17.88,61.42,605.42,,
경기,광주,완숙토마토,1,8,2022-04-08,2.68,,0,17.13,60.82,576.38,,
경기,광주,완숙토마토,1,8,2022-04-09,3.9,,0,17.51,66.01,558.38,,
경기,광주,완숙토마토,1,8,2022-04-10,4.33,,0,19.49,61.04,534.25,,
경기,광주,완숙토마토,1,8,2022-04-11,4.75,,0,20.31,66.78,492.38,,
경기,광주,완숙토마토,1,8,2022-04-12,4.88,,0,21.4,73.3,494.25,,
경기,광주,완숙토마토,1,8,2022-04-13,3.05,,0,13.88,97.41,501.92,,
경기,광주,완숙토마토,1,8,2022-04-14,3,,0,14.02,90.13,543.42,,
경기,광주,완숙토마토,1,8,2022-04-15,3.4,,0,16.78,68.06,563.17,,
경기,광주,완숙토마토,1,8,2022-04-16,3.16,,0,15.43,64.33,553.33,,
경기,광주,완숙토마토,1,8,2022-04-17,3.19,,0,17.38,61.8,578.08,,
경기,광주,완숙토마토,1,8,2022-04-18,3.62,,0,16.59,66.49,593.25,,
경기,광주,완숙토마토,1,8,2022-04-19,3.61,,0,16.57,63.34,574.67,,
경기,광주,완숙토마토,1,8,2022-04-20,3.38,,0,18.27,61.2,586.29,,
경기,광주,완숙토마토,1,8,2022-04-21,3.55,,0,17.83,65.14,580.79,,
경기,광주,완숙토마토,1,8,2022-04-22,3.88,,0,16.1,86.38,560.71,,
경기,광주,완숙토마토,1,8,2022-04-23,4.16,,0,18.14,70.95,530.92,,
경기,광주,완숙토마토,1,8,2022-04-24,4.37,,0,20.3,72.73,533,,
경기,광주,완숙토마토,1,8,2022-04-25,5.85,,0,20.7,85.25,495.67,,
경기,광주,완숙토마토,1,8,2022-04-26,5.57,,0,22.84,71.33,466.46,,
경기,광주,완숙토마토,1,8,2022-04-27,4.56,,0,19.79,45.38,436.54,,
경기,광주,완숙토마토,1,8,2022-04-28,4.52,,0,19.49,62.56,541.96,,
경기,광주,완숙토마토,1,8,2022-04-29,2.83,,0,16.79,77.73,509.08,,
경기,광주,완숙토마토,1,8,2022-04-30,3.01,,0,16.25,77.93,541.5,,
경기,광주,완숙토마토,1,8,2022-05-01,3.6,,0,17.58,63.6,554.54,,
경기,광주,완숙토마토,1,8,2022-05-02,3.28,,0,17.35,66.38,562.04,,
경기,광주,완숙토마토,1,8,2022-05-03,3.49,,0,17.73,61.78,568.21,,
경기,광주,완숙토마토,1,8,2022-05-04,4.07,,0,18.72,62.34,564,,
경기,광주,완숙토마토,1,8,2022-05-05,4.07,,0,20.27,62.25,566.83,,
경기,광주,완숙토마토,1,8,2022-05-06,5.26,,0,20.72,67.96,565.17,,
경기,광주,완숙토마토,1,8,2022-05-07,4.44,,0,20.07,69.53,545.71,,
경기,광주,완숙토마토,1,8,2022-05-08,3.06,,0,15.71,79.53,533.46,,
경기,광주,완숙토마토,1,8,2022-05-09,3.92,,0,20.26,69.24,542.33,,
경기,광주,완숙토마토,1,8,2022-05-10,4.81,,0,20.41,61.36,576,,
경기,광주,완숙토마토,1,8,2022-05-11,4.97,,0,22.23,62.15,566.79,,
경기,광주,완숙토마토,1,8,2022-05-12,5.44,,0,22.6,65.21,558.54,,
경기,광주,완숙토마토,1,8,2022-05-13,4.73,,0,20.58,69.94,519.04,,
경기,광주,완숙토마토,1,8,2022-05-14,3.53,,0,17.15,63.2,531.5,,
경기,광주,완숙토마토,1,8,2022-05-15,3.56,,0,18.3,58.04,526.42,,
경기,광주,완숙토마토,1,8,2022-05-16,3.8,,0,19.21,58.38,528,,
경기,광주,완숙토마토,1,8,2022-05-17,4.7,,0,21.55,60.16,527.58,,
경기,광주,완숙토마토,1,8,2022-05-18,18.82,,0,20.78,68,530.63,,
경기,광주,완숙토마토,1,8,2022-05-19,19.06,,0,21.6,58.5,508.46,,
경기,광주,완숙토마토,1,8,2022-05-20,5.01,,0,21.5,64.93,515.08,,
경기,광주,완숙토마토,1,8,2022-05-21,5.34,,0,22.73,67.31,497.67,,
경기,광주,완숙토마토,1,8,2022-05-22,5.23,,0,23.87,69.06,483.5,,
경기,광주,완숙토마토,1,8,2022-05-23,6.18,,0,25.02,67.36,509.46,,
경기,광주,완숙토마토,1,8,2022-05-24,4.84,,0,25.36,59.1,491.88,,
경기,광주,완숙토마토,1,8,2022-05-25,5.13,,0,23.31,62.96,485.92,,
경기,광주,완숙토마토,1,8,2022-05-26,4.46,,0,21.66,59.49,443.88,,
경기,광주,완숙토마토,1,8,2022-05-27,4.88,,0,23.27,61.22,461.88,,
경기,광주,완숙토마토,1,8,2022-05-28,5.38,,0,23.28,61.6,514,,
경기,광주,완숙토마토,1,8,2022-05-29,5.48,,0,24.4,65.03,509.38,,
경기,광주,완숙토마토,1,8,2022-05-30,5,,0,21.58,80.23,468.63,,
경기,광주,완숙토마토,1,8,2022-05-31,4.6,,0,21.58,59.44,466.25,,
경기,광주,완숙토마토,1,8,2022-06-01,4.92,,0,23.43,51.93,465.63,,
경기,광주,완숙토마토,1,8,2022-06-02,5.68,,0,23.31,62.65,479.88,,
경기,광주,완숙토마토,1,8,2022-06-03,6.2,,0,26.43,64.26,493.54,,
경기,광주,완숙토마토,1,8,2022-06-04,5.68,,0,25.81,64.65,456.96,,
경기,광주,완숙토마토,1,8,2022-06-05,5.35,,0,20.37,81.6,462.92,,
경기,광주,완숙토마토,1,8,2022-06-06,4.83,,0,20.27,80.26,439.75,,
경기,광주,완숙토마토,1,8,2022-06-07,5.16,,0,21.99,66.03,445.88,,
경기,광주,완숙토마토,1,8,2022-06-08,5.45,,0,23.15,66.99,460.67,,
경기,광주,완숙토마토,1,8,2022-06-09,5.02,,0,22.11,78.81,499.75,,
경기,광주,완숙토마토,1,8,2022-06-10,5.43,,0,22.89,77.31,496.08,,
경기,광주,완숙토마토,1,8,2022-06-11,6.59,,0,26.42,63.73,475.96,,
경기,광주,완숙토마토,1,8,2022-06-12,6.18,,0,26.08,62.83,461,,
경기,광주,완숙토마토,1,8,2022-06-13,6.38,,0,26.02,68.44,461.83,,
경기,광주,완숙토마토,1,8,2022-06-14,6.17,,0,22.77,59.5,435.71,,
경기,광주,완숙토마토,1,8,2022-06-15,4.84,,0,18.89,88.62,442.42,,
경기,광주,완숙토마토,1,8,2022-06-16,6.15,,0,21.96,80.83,452.21,,
경기,광주,완숙토마토,1,8,2022-06-17,6,,0,25.24,73.72,502.46,,
경기,광주,완숙토마토,1,8,2022-06-18,6.3,,0,24.4,83.76,509.13,,
경기,광주,완숙토마토,1,8,2022-06-19,6.85,,0,24.45,88.3,511.63,,
경기,광주,완숙토마토,1,8,2022-06-20,6.27,,0,28.8,75.3,530.79,,
경기,광주,완숙토마토,1,8,2022-06-21,7.23,,0,30.2,68.58,533.54,,
경기,광주,완숙토마토,1,8,2022-06-22,6.66,,0,28.95,68.19,502.17,,
경기,광주,완숙토마토,1,8,2022-06-23,6.21,,0,24.7,89.58,529.71,,
경기,광주,완숙토마토,1,8,2022-06-24,6.5,,0,26.45,80.69,453.5,,
경기,광주,완숙토마토,1,8,2022-06-25,7.3,,0,29.17,74.7,490.67,,
경기,광주,완숙토마토,1,8,2022-06-26,6.94,,0,26.06,92.14,523.54,,
경기,광주,완숙토마토,1,8,2022-06-27,7.27,,0,27.33,91.29,502.58,,
경기,광주,완숙토마토,1,8,2022-06-28,8.18,,0,27.44,82.48,440.08,,
경기,광주,완숙토마토,1,8,2022-06-29,7.34,,0,26.36,92.42,450.13,,
경기,광주,완숙토마토,1,8,2022-06-30,9.6,,0,24.5,98.7,492,,
경기,광주,완숙토마토,2,1,2022-08-12,,,0,28.57,82.05,412.38,,
경기,광주,완숙토마토,2,1,2022-08-13,,,0,25.53,96.82,435.08,,
경기,광주,완숙토마토,2,1,2022-08-14,,,0,27.8,93.15,424.38,,
경기,광주,완숙토마토,2,1,2022-08-15,,,0,28.38,91.48,380.96,,
경기,광주,완숙토마토,2,1,2022-08-16,,,0,28.91,79.85,381.88,,
경기,광주,완숙토마토,2,1,2022-08-17,,,0,26.15,89.01,404.17,,
경기,광주,완숙토마토,2,1,2022-08-18,,,0,26.75,85.12,390.25,,
경기,광주,완숙토마토,2,1,2022-08-19,,,0,25.31,94.13,406.33,,
경기,광주,완숙토마토,2,1,2022-08-20,,,0,30.03,84.86,404.88,,
경기,광주,완숙토마토,2,1,2022-08-21,,,0,28.99,84.47,405.46,,
경기,광주,완숙토마토,2,1,2022-08-22,,,0,27.36,88.27,418.46,,
경기,광주,완숙토마토,2,1,2022-08-23,,,0,25.85,89.62,387.54,,
경기,광주,완숙토마토,2,1,2022-08-24,,,0,24.18,86.98,382.42,,
경기,광주,완숙토마토,2,1,2022-08-25,,,0,21.65,95.95,392.17,,
경기,광주,완숙토마토,2,1,2022-08-26,,,0,24.71,82.18,393.92,,
경기,광주,완숙토마토,2,1,2022-08-27,,,0,22.36,75.2,369.08,,
경기,광주,완숙토마토,2,1,2022-08-28,,,0,21.81,77.55,378,,
경기,광주,완숙토마토,2,1,2022-08-29,,,0,20.28,95.33,383.92,,
경기,광주,완숙토마토,2,1,2022-08-30,,,0,19.63,97.53,376.71,,
경기,광주,완숙토마토,2,1,2022-08-31,,,0,21.6,94.79,365.29,,
경기,광주,완숙토마토,2,1,2022-09-01,,,0,24.07,83.52,380.17,,
경기,광주,완숙토마토,2,1,2022-09-02,,,0,24.31,80.19,384.54,,
경기,광주,완숙토마토,2,1,2022-09-03,,,0,23.22,82.42,370.33,,
경기,광주,완숙토마토,2,1,2022-09-04,,,0,22.11,96.84,382.29,,
경기,광주,완숙토마토,2,1,2022-09-05,,,0,21.25,98.49,381.92,,
경기,광주,완숙토마토,2,1,2022-09-06,,,0,22.25,84.92,372.54,,
경기,광주,완숙토마토,2,1,2022-09-07,,,0,21.99,80.03,393.04,,
경기,광주,완숙토마토,2,1,2022-09-08,,,0,22.12,81.91,389.63,,
경기,광주,완숙토마토,2,1,2022-09-09,,,0,22.77,82.65,394.33,,
경기,광주,완숙토마토,2,1,2022-09-10,,,0,21.8,81.98,377.08,,
경기,광주,완숙토마토,2,1,2022-09-11,,,0,22.27,89.98,381.58,,
경기,광주,완숙토마토,2,1,2022-09-12,,,0,23.52,89.14,392.42,,
경기,광주,완숙토마토,2,1,2022-09-13,,,0,22.96,94.87,394.83,,
경기,광주,완숙토마토,2,1,2022-09-14,,,0,22.61,86.55,376.79,,
경기,광주,완숙토마토,2,1,2022-09-15,,,0,23.73,87.52,379.58,,
경기,광주,완숙토마토,2,1,2022-09-16,,,0,25.49,90.68,390.63,,
경기,광주,완숙토마토,2,1,2022-09-17,,,0,26.44,91.71,433.13,,
경기,광주,완숙토마토,2,1,2022-09-18,,,0,25.81,92.21,400.21,,
경기,광주,완숙토마토,2,1,2022-09-19,,,0,24.55,81.17,363.54,,
경기,광주,완숙토마토,2,1,2022-09-20,,,0,19.02,78.94,374.29,,
경기,광주,완숙토마토,2,1,2022-09-21,,,0,18.11,80.64,380.83,,
경기,광주,완숙토마토,2,1,2022-09-22,,,0,18.23,81.23,376.04,,
경기,광주,완숙토마토,2,1,2022-09-23,,,0,17.5,82.62,376.5,,
경기,광주,완숙토마토,2,1,2022-09-24,,,0,17.11,78.43,382.21,,
경기,광주,완숙토마토,2,1,2022-09-25,,,0,18.28,82.07,391,,
경기,광주,완숙토마토,2,1,2022-09-26,,,0,18.28,80.83,391.67,,
경기,광주,완숙토마토,2,1,2022-09-27,,,0,19.1,81.69,384.29,,
경기,광주,완숙토마토,2,1,2022-09-28,,,0,18.12,89.37,383.58,,
경기,광주,완숙토마토,2,1,2022-09-29,,,0,18.83,88.62,400.17,,
경기,광주,완숙토마토,2,1,2022-09-30,,,0,19.36,87.08,408.54,,
경기,광주,완숙토마토,2,1,2022-10-01,,,0,19.64,86.6,408.04,,
경기,광주,완숙토마토,2,1,2022-10-02,,,0,18.3,96.89,415.21,,
경기,광주,완숙토마토,2,1,2022-10-03,,,0,20.73,98.98,413.71,,
경기,광주,완숙토마토,2,1,2022-10-04,,,0,20.15,97.83,402.33,,
경기,광주,완숙토마토,2,1,2022-10-05,,,0,18.08,90.95,384.88,,
경기,광주,완숙토마토,2,1,2022-10-06,,,0,16.64,89.04,371.58,,
경기,광주,완숙토마토,2,1,2022-10-07,,,0,16.23,86.1,381.08,,
경기,광주,완숙토마토,2,1,2022-10-08,,,0,16,84.21,407.58,,
경기,광주,완숙토마토,2,1,2022-10-09,,,0,14.69,97.39,404.38,,
경기,광주,완숙토마토,2,1,2022-10-10,,,0,13.63,92.29,387.83,,
경기,광주,완숙토마토,2,1,2022-10-11,,,0,16.73,84.12,408.46,,
경기,광주,완숙토마토,2,1,2022-10-12,,,0,19.08,85.62,442.04,,
경기,광주,완숙토마토,2,1,2022-10-13,,,0,19.95,85.7,435.79,,
경기,광주,완숙토마토,2,1,2022-10-14,,,0,18.63,86.86,424.54,,
경기,광주,완숙토마토,2,1,2022-10-15,,,0,20.31,86.09,439.54,,
경기,광주,완숙토마토,2,1,2022-10-16,,,0,17.76,94.56,457.96,,
경기,광주,완숙토마토,2,1,2022-10-17,,,0,17.01,77.54,427,,
경기,광주,완숙토마토,2,1,2022-10-18,,,0,15.29,80.88,428.54,,
경기,광주,완숙토마토,2,1,2022-10-19,,,0,15.92,80.76,435.13,,
경기,광주,완숙토마토,2,1,2022-10-20,,,0,16.42,82.79,448.42,,
경기,광주,완숙토마토,2,1,2022-10-21,,,0,16.84,84.76,472.5,,
경기,광주,완숙토마토,2,1,2022-10-22,,,0,18.72,85.84,494.88,,
경기,광주,완숙토마토,2,1,2022-10-23,,,0,18.01,86.72,481.04,,
경기,광주,완숙토마토,2,1,2022-10-24,,,0,16.16,82.7,444.25,,
경기,광주,완숙토마토,2,1,2022-10-25,,,0,16.34,82.3,438.58,,
경기,광주,완숙토마토,2,1,2022-10-26,,,0,16.3,84.48,448.92,,
경기,광주,완숙토마토,2,1,2022-10-27,,,0,17.53,85.6,473.71,,
경기,광주,완숙토마토,2,1,2022-10-28,,,0,18.2,87.66,491.42,,
경기,광주,완숙토마토,2,1,2022-10-29,,,0,17.97,85.62,468,,
경기,광주,완숙토마토,2,1,2022-10-30,,,0,18.3,85.95,465.54,,
경기,광주,완숙토마토,2,1,2022-10-31,,,0,17.54,84.9,471.17,,
경기,광주,완숙토마토,2,1,2022-11-01,,,0,16.75,88.96,484.29,,
경기,광주,완숙토마토,2,1,2022-11-02,,,0,15.9,81.83,457.29,,
경기,광주,완숙토마토,2,1,2022-11-03,,,0,13.05,93.4,451.13,,
경기,광주,완숙토마토,2,1,2022-11-04,,,0,13.35,83.76,426.88,,
경기,광주,완숙토마토,2,1,2022-11-05,,,0,14.04,84.05,430.17,,
경기,광주,완숙토마토,2,1,2022-11-06,,,0,15.27,85.67,453.21,,
경기,광주,완숙토마토,2,1,2022-11-07,,,0,15.57,87.91,475.96,,
경기,광주,완숙토마토,2,1,2022-11-08,,,0,17.33,88.39,489.5,,
경기,광주,완숙토마토,2,1,2022-11-09,,,0,15.81,90.68,475.33,,
경기,광주,완숙토마토,2,1,2022-11-10,,,0,16.71,91.8,492.13,,
경기,광주,완숙토마토,2,1,2022-11-11,,,0,17.71,88.36,485.96,,
경기,광주,완숙토마토,2,1,2022-11-12,,,0,17.38,93.52,507.25,,
경기,광주,완숙토마토,2,1,2022-11-13,,,0,15.51,98.91,512.75,,
경기,광주,완숙토마토,2,1,2022-11-14,,,0,15.25,93.64,470.29,,
경기,광주,완숙토마토,2,1,2022-11-15,,,0,13.72,96.09,431.58,,
경기,광주,완숙토마토,2,1,2022-11-16,,,0,14.89,92.49,449.46,,
경기,광주,완숙토마토,2,1,2022-11-17,,,0,15.16,88.88,454.92,,
경기,광주,완숙토마토,2,1,2022-11-18,,,0,15.92,89.76,465.67,,
경기,광주,완숙토마토,2,1,2022-11-19,,,0,16.15,87.45,452.58,,
경기,광주,완숙토마토,2,1,2022-11-20,,,0,17.5,88.82,460.13,,
경기,광주,완숙토마토,2,1,2022-11-21,,,0,14.97,92.24,469.46,,
경기,광주,완숙토마토,2,1,2022-11-22,,,0,13.69,94.45,460.71,,
경기,광주,완숙토마토,2,1,2022-11-23,,,0,16.58,88.28,468.58,,
경기,광주,완숙토마토,2,1,2022-11-24,,,0,14.67,90.15,454.04,,
경기,광주,완숙토마토,2,1,2022-11-25,,,0,15.82,89.33,452.96,,
경기,광주,완숙토마토,2,1,2022-11-26,,,0,14.52,85.74,431.08,,
경기,광주,완숙토마토,2,1,2022-11-27,,,0,12.71,88.12,417.42,,
경기,광주,완숙토마토,2,1,2022-11-28,,,0,13.44,97.69,427.88,,
경기,광주,완숙토마토,2,1,2022-11-29,,,0,14.51,92.94,501.53,,
경기,광주,완숙토마토,2,1,2022-11-30,,,0,14,88.56,385.75,,
경기,광주,완숙토마토,2,1,2022-12-01,,,0,11.29,89.87,384.08,,
